id,title,budget,release_date,revenue,tagline,rating,director_id
47024,The Andromeda Strain,6500000,1971-03-12,12376563,The picture runs 130 minutes!... The story covers 96 of the most critical hours in man's history!... The suspense will last through your lifetime!,7.0,5379
47025,Bats,0,1999-10-22,10,They will suck you dry,4.1,6283
47026,Nirgendwo in Afrika,0,2001-12-11,0,One family's tale of a homeland lost... and a homeland found.,7.0,6284
47027,Shame,6500000,2011-10-02,17693675,,7.0,5657
47028,Layer Cake,6500000,2004-09-30,11850214,,7.0,4830
47029,The Work and the Glory II: American Zion,6500000,2005-10-21,2025032,,8.0,6285
47030,The East,6500000,2013-05-31,2401510,"Spy on us, we'll spy on you.",6.5,6286
47031,A Home at the End of the World,6500000,2004-07-23,1548955,Family can be whatever you want it to be.,6.8,5860
47032,Aberdeen,0,2000-07-05,0,,7.0,6287
47033,The Messenger,6500000,2009-11-13,1521261,The Scars of War Will Last Forever,7.1,6288
47034,Tracker,6500000,2010-05-20,0,,6.0,6289
47035,Control,0,2007-09-26,8159508,,7.5,5668
47036,The Terminator,6400000,1984-10-26,78371200,Your future is in his hands.,7.3,4762
47037,"Good bye, Lenin!",4800000,2003-02-09,79384880,The German Democratic Republic lives on -- in 79 square meters!,7.4,6290
47038,The Damned United,10000000,2009-03-27,0,They love me for what I'm not... ...they hate me for what I am.,7.2,5084
47039,The Return of the Living Dead,4000000,1985-05-15,14237000,They're Back From The Grave and Ready To Party!,7.3,6291
47040,Mallrats,6000000,1995-10-20,2122561,They're not there to shop. They're not there to work. They're just there.,6.8,5369
47041,Grease,6000000,1978-07-07,181813770,Grease is the word,7.2,5921
47042,Platoon,6000000,1986-12-18,138530565,The first casualty of war is innocence.,7.5,4839
47043,Fahrenheit 9/11,6000000,2004-06-25,119114517,Controversy... what controversy?,6.8,5697
47044,Butch Cassidy and the Sundance Kid,6000000,1969-09-23,102308889,"Not that it matters, but most of it is true.",7.4,6292
47045,Mary Poppins,6000000,1964-08-27,102272727,It's supercalifragilisticexpialidocious!,7.4,6293
47046,Ordinary People,6000000,1980-09-19,0,Everything is in its proper place...except the past.,7.4,5111
47047,West Side Story,6000000,1961-10-18,43656822,The screen achieves one of the great entertainments in the history of motion pictures,7.0,5379
47048,Caddyshack,6000000,1980-07-25,39846344,The snobs against the slobs!,6.6,5130
47049,The Brothers,0,2001-03-23,0,,6.5,6294
47050,The Wood,6000000,1999-07-16,25059640,From best friends to best men.,7.1,5923
47051,The Usual Suspects,6000000,1995-07-19,23341568,Five Criminals. One Line Up. No Coincidence.,8.1,4772
47052,A Nightmare on Elm Street 5: The Dream Child,8000000,1989-08-11,22168359,"Now Freddy’s a daddy, he’s killing for two.",5.5,5008
47053,National Lampoon’s Van Wilder,5000000,2002-03-29,38275483,Don't Graduate. Celebrate.,5.9,4963
47054,The Wrestler,6000000,2008-09-07,44703995,Love. Pain. Glory.,7.3,4881
47055,Duel in the Sun,6000000,1946-12-31,20400000,Emotions . . . As Violent As The Wind-Swept Prairie !,6.2,6295
47056,Best in Show,0,2000-09-19,0,Some pets deserve a little more respect than others.,6.7,6002
47057,Escape from New York,6000000,1981-05-22,50244700,1997. New York City is now a maximum security prison. Breaking out is impossible. Breaking in is insane.,6.9,5227
47058,School Daze,0,1988-02-12,0,,6.2,5195
47059,Daddy Day Camp,6000000,2007-08-08,18197398,The summer is going to be in tents.,4.4,6296
47060,一個好人,12716953,1997-01-31,18814720,Fight first. Apologize later.,6.3,6297
47061,A Mighty Wind,6000000,2003-04-16,18750246,"Back together for the first time, again.",6.6,6002
47062,Mystic Pizza,0,1988-10-13,0,A Romantic Comedy With The Works,5.9,5132
47063,Sliding Doors,6000000,1998-04-23,58000000,What if one split second sent your life in two completely different directions?.,6.5,5263
47064,Tales from the Hood,6000000,1995-05-24,12000000,Chill or be Chilled,5.4,6298
47065,The Last King of Scotland,6000000,2006-09-01,48027970,Charming. Magnetic. Murderous.,7.4,5131
47066,Halloween 5: The Revenge of Michael Myers,5000000,1989-10-12,11642254,"Michael Lives, And This Time They're Ready!",5.2,6299
47067,Bernie,5000000,2012-04-27,9206470,A story so unbelievable it must be true.,6.5,5535
47068,Dolphins and Whales: Tribes of the Ocean,6000000,2008-02-15,7518876,,8.0,6300
47069,Pollock,0,2000-09-06,0,A true portrait of life and art.,6.6,5685
47070,200 Cigarettes,6000000,1999-02-26,6852450,It's 11:59 on New Years Eve... do you know where your date is?,6.1,6301
47071,The Words,6000000,2012-09-07,13231461,There's more than one way to take a life.,6.4,6302
47072,Casa De Mi Padre,0,2012-03-15,0,Funniest movie you'll ever read.,5.5,6303
47073,City Island,6000000,2009-03-06,6670712,Truth is stranger than family,6.9,6304
47074,The Guard,6000000,2011-07-07,19560274,The FBI are about to discover that things work a little differently around here.,6.8,6305
47075,College,7000000,2008-08-28,6230276,,4.8,6306
47076,The Virgin Suicides,6000000,1999-04-21,10409377,"Beautiful, mysterious, haunting, invariably fatal. Just like life.",7.1,5330
47077,Little Voice,0,1998-11-05,0,Finding your own voice can be magic.,6.6,5973
47078,Miss March,0,2009-03-13,0,"After four years in a coma, Eugene Pratt is going to be reunited with his high school sweetheart... on pages 95-97.",5.4,6307
47079,Wish I Was Here,5500000,2014-01-18,5483299,Life is an occasion. Rise to it.,6.4,6308
47080,Simply Irresistible,6000000,1999-02-05,4398989,Magic opened up their hearts... Love did the rest.,5.5,6309
47081,Hedwig and the Angry Inch,0,2001-07-20,0,An anatomically incorrect rock odyssey,7.4,6310
47082,Only the Strong,6000000,1993-08-27,3283371,The ultimate martial art.,6.9,5811
47083,Goddess of Love,0,2015-08-31,0,Be Careful Who You Get Close To,6.2,6311
47084,Shattered Glass,6000000,2003-11-14,2944752,,6.6,5699
47085,Novocaine,6000000,2001-11-23,2025238,,6.0,6312
47086,The Business of Strangers,0,2001-01-19,0,,5.7,6313
47087,The Wild Bunch,6244087,1969-06-17,638641,"If you only want to spend two hours in a movie theatre and go home and forget it, stay away from THE WILD BUNCH.",7.6,6314
47088,The Wackness,6000000,2008-07-03,2899975,,6.2,5452
47089,The First Great Train Robbery,6000000,1979-01-25,0,Never have so few taken so much from so many.,6.6,6315
47090,Morvern Callar,0,2002-01-01,0,,7.2,6257
47091,Beastmaster 2: Through the Portal of Time,6000000,1991-06-08,869325,,4.6,6316
47092,The 5th Quarter,6000000,2011-03-25,399611,Rising from tragedy to triumph,4.7,6317
47093,La fleur du mal,0,2003-02-09,0,,5.7,6111
47094,The Greatest,6000000,2009-01-17,0,,6.2,5687
47095,Snow Flower and the Secret Fan,134005,2011-07-15,1332231,,5.3,5162
47096,Come Early Morning,6000000,2006-01-10,0,"Before you fall in love, you need to love yourself.",5.9,6318
47097,Lucky Break,0,2001-08-24,0,,6.5,5888
47098,Julia,0,1977-10-02,0,The story of two women whose friendship suddenly became a matter of life and death.,6.3,6319
47099,"Surfer, Dude",6000000,2008-09-05,69497,,4.7,6320
47100,Lake of Fire,0,2006-09-09,25,Exploring the Issue that Divides the World,8.0,5414
47101,11:14,6000000,2003-05-16,0,Fate can change in seconds.,6.8,6321
47102,Men of War,0,1994-09-04,0,"Killers for hire are paid for what they can do, not for what they believe... until today.",5.4,6322
47103,Don McKay,0,2009-04-24,0,Some secrets are better left buried.,5.4,6323
47104,Deadfall,12000000,2012-11-08,66351,Twisty thriller... a wild ride.,5.6,5905
47105,A Shine of Rainbows,6000000,2009-10-01,0,An abandoned child brings the colors of love into their lives.,6.3,6136
47106,The Hit List,6000000,2011-04-02,0,Who's on your list?,5.2,6324
47107,Emma,0,2009-10-11,0,,7.6,6325
47108,Videodrome,5952000,1983-02-04,2120439,First it controls your mind. Then it destroys your body.,7.1,5229
47109,L'Auberge espagnole,5300000,2002-05-17,3897799,"They came from Paris, Rome, London and Berlin to... the Spanish Apartment... where a year can change a lifetime.",7.0,6326
47110,Song One,6000000,2014-01-20,32251,A moment can change everything.,5.5,6327
47111,Oorlogswinter,4000000,2008-11-17,530048,"In 1945 Holland, a boy must choose between good and evil.",6.8,6328
47112,Freaky Deaky,0,2012-04-22,0,Crime is such a trippy thing,4.9,6329
47113,The Train,5800000,1964-09-21,6800000,"It carried their hopes, their nation's honour!",7.2,5167
47114,Trade Of Innocents,0,2012-09-27,0,Justice needs a hero,5.5,6330
47115,ต้มยำกุ้ง,6000000,2005-08-11,27165581,Vengeance Knows No Mercy,6.8,6331
47116,Stiff Upper Lips,0,1998-06-12,0,,10.0,6332
47117,Bend It Like Beckham,3500159,2002-04-11,76578641,"Sometimes, to follow your dreams... you've got to bend the rules!",6.2,6134
47118,Sunshine State,0,2002-06-21,0,Greetings from ...,6.0,6182
47119,Crossover,5800000,2006-09-01,7000000,,4.2,5944
47120,Khiladi 786,0,2012-12-07,126,,4.7,6333
47121,[REC]²,5600000,2009-09-15,18469680,Fear Revisited,6.4,6048
47122,Standing Ovation,0,2010-07-16,531826,Dance - Sing - Dream,3.9,6158
47123,The Sting,5500000,1973-12-25,159616327,...all it takes is a little confidence.,7.9,6292
47124,Chariots of Fire,5500000,1981-05-15,58972904,"This is the story of two men who run, not to run, but to prove something to the world. They will sacrifice anything to achieve their goals... except their honor.",6.8,5420
47125,Diary of a Mad Black Woman,0,2005-02-25,0,Time heals the heart. Faith heals the rest.,6.4,6334
47126,Shine,0,1996-01-21,0,A true story of the mystery of music and the miracle of love,7.3,5375
47127,Don Jon,6000000,2013-07-26,0,Everyone loves a happy ending.,5.9,6335
47128,High Plains Drifter,5500000,1973-04-19,15700000,Welcome to Hell,7.4,5087
47129,Ghost World,7000000,2001-07-20,0,Accentuate the negative.,7.1,5746
47130,Iris,0,2001-12-14,0,,6.2,5527
47131,Galaxina,5500000,1980-06-06,4865000,She's too good to be true...and too real to be otherwise.,3.3,6336
47132,Les Choristes,0,2004-03-17,0,,7.5,6337
47133,Mambo Italiano,4361898,2003-06-06,3031801,Things change. Family doesn't.,5.6,6338
47134,Wonderland,5000000,2003-10-23,2466444,"Sex, drugs, murder. Welcome to L.A.",6.2,6339
47135,Do the Right Thing,6500000,1989-06-30,37295445,"It's the hottest day of the summer. You can do nothing, you can do something, or you can...",7.6,5195
47136,Harvard Man,0,2001-01-01,0,"Passion, Seduction, Deception.",4.8,6340
47137,Le Havre,3850000,2011-05-17,0,,6.8,6341
47138,Irréversible,0,2002-05-22,792,Time destroys everything.,7.1,5830
47139,R100,5500000,2013-10-05,0,M For Father,5.4,6342
47140,Rang De Basanti,2200000,2006-01-26,11502151,A Generation Awakens,7.2,6343
47141,Animals,0,2014-05-15,0,,6.2,6344
47142,Salvation Boulevard,8000000,2011-07-15,0,Faith alone doesn’t cut it anymore,5.6,6345
47143,The Ten,0,2007-08-03,0,"If He'd meant the commandments literally, He'd have written them in stone.",4.9,5430
47144,A Room for Romeo Brass,0,1999-08-23,0,,7.3,6346
47145,Hodejegerne,0,2011-08-04,15699707,The hunt is on.,7.1,5839
47146,Grabbers,0,2012-08-10,0,"For the locals on Erin Island, it's last orders.",6.0,6347
47147,Saint Ralph,0,2004-09-11,0,He's hoping for a miracle. He doesn't have a prayer.,7.3,6348
47148,Miss Julie,5500000,2014-09-07,5000000,Love is a foolish game,5.9,6349
47149,Somewhere in Time,5100000,1980-10-02,0,Beyond fantasy. Beyond obsession. Beyond time itself... he will find her.,7.2,5656
47150,Dum Maaro Dum,0,2011-04-22,0,Goa. Paradise on Earth. But every Paradise has a few snakes.,5.4,6350
47151,Insidious: Chapter 2,5000000,2013-09-12,0,It will take what you love most.,6.5,4794
47152,Saw II,4000000,2005-10-28,152925093,Oh Yes... There Will Be Blood.,6.3,6056
47153,10 Cloverfield Lane,15000000,2016-03-10,108286421,Monsters come in many forms.,6.8,6351
47154,Jackass: The Movie,5000000,2002-10-21,64282312,Do not attempt this at home.,6.1,5655
47155,Lights Out,4900000,2016-07-21,44107032,,6.3,6352
47156,Paranormal Activity 3,5000000,2011-10-19,205703818,It Runs In The Family,5.9,5684
47157,Ouija,5000000,2014-10-24,103590271,Keep telling yourself it's just a game,4.9,6353
47158,A Nightmare on Elm Street 3: Dream Warriors,5000000,1987-02-27,44793222,"If you think you're ready for Freddy, think again!",6.5,4926
47159,No se Aceptan Devoluciones,5500000,2013-07-20,99067206,Life doesn't care if you're ready.,7.5,6354
47160,Paranormal Activity 4,5000000,2012-10-17,142817992,It's closer than you think,5.2,5684
47161,The Robe,4100000,1953-09-16,36000000,The first motion picture in CinemaScope--the modern miracle you see without glasses!,6.4,6355
47162,The Return of the Pink Panther,5000000,1975-05-21,41833347,,6.7,5639
47163,Freddy's Dead: The Final Nightmare,11000000,1991-09-05,34872033,They saved the best for last.,5.1,5597
47164,Monster,8000000,2003-11-16,60378584,The first female serial killer of America,7.0,6356
47165,"20,000 Leagues Under the Sea",5000000,1954-12-23,28200000,The mightiest motion picture of them all!,6.8,5568
47166,Paranormal Activity: The Marked Ones,5000000,2014-01-01,86362372,You're one of us now.,5.2,6357
47167,The Elephant Man,5000000,1980-10-02,26010864,I am not an animal! I am a human being! I... am... a man!,7.9,5265
47168,Dallas Buyers Club,5000000,2013-09-07,55198285,Sometimes it takes a hustler to change the world,7.9,5406
47169,The Lazarus Effect,3300000,2015-01-29,64110728,Evil will rise.,5.1,6358
47170,Memento,9000000,2000-10-11,39723096,Some memories are best forgotten.,8.1,4765
47171,Oculus,5000000,2013-09-08,44030246,You see what it wants you to see,6.3,6359
47172,Clerks II,5000000,2006-05-25,26888376,With No Power Comes No Responsibility,6.9,5369
47173,Billy Elliot,5000000,2000-05-18,110000000,Inside every one of us is a special talent waiting to come out. The trick is finding it.,7.4,5323
47174,The Way Way Back,4600000,2013-06-06,23198652,We've all been there.,7.1,6360
47175,House Party 2,0,1991-10-23,0,,4.7,6361
47176,The Man from Snowy River,3500000,1982-03-02,20659423,The story of a boy suddenly alone in the world. The men who challenge him. And the girl who helps him become a man.,6.8,6362
47177,Doug's 1st Movie,0,1999-03-26,0,You'll Dig Doug!,5.4,6363
47178,The Apostle,5000000,1997-10-09,0,The hardest soul to save was his own.,6.1,6364
47179,Mommie Dearest,0,1981-09-18,0,The meanest mother of them all,6.5,6365
47180,Our Idiot Brother,10000000,2011-08-26,17273593,Everybody has one,5.9,6366
47181,Race,5000000,2016-02-19,24804129,The incredible true story of gold medal champion Jesse Owens,7.1,5008
47182,The Players Club,0,1998-04-08,0,"Here, we get down and dirty.",6.4,6367
47183,"As Above, So Below",5000000,2014-08-14,40100000,The only way out is down.,6.1,5986
47184,Addicted,0,2014-10-10,0,Every Woman Needs an Escape,5.4,5561
47185,Eve's Bayou,0,1997-09-07,0,The secrets that hold us together can also tear us apart.,6.1,5777
47186,Still Alice,5000000,2014-12-05,43884652,,7.5,6368
47187,The Egyptian,5000000,1954-08-25,15000000,"To Nefer, shameless temptress of Babylon, he surrendered his parents' hope of immortality!",6.0,6369
47188,Nighthawks,5000000,1981-03-17,19905359,A terrorist holds New York in a grip of fear - and only Stallone can take him on.,6.4,6370
47189,Friday the 13th Part VIII: Jason Takes Manhattan,5000000,1989-07-28,14000000,The Big Apple's in BIG trouble!,4.8,6371
47190,My Big Fat Greek Wedding,5000000,2002-02-22,368744044,Love is here to stay... so is her family.,6.2,5260
47191,Spring Breakers,5000000,2013-01-24,31724284,A little sun can bring out your dark side.,5.0,6372
47192,Halloween: The Curse of Michael Myers,5000000,1995-09-29,15116634,Haddonfield is ready to celebrate Halloween.... so is Michael Myers!,5.0,6373
47193,Y tu mamá también,5000000,2001-06-08,33616692,Life has its ways of teaching. Life has its ways to confuse us. Life has its ways to move us. Life has its ways to amaze. Life has its ways to hurt us. Life has its ways to heal. Life has its ways to inspire.,7.3,4882
47194,Shaun of the Dead,4000000,2004-04-09,30039392,A romantic comedy. With zombies.,7.5,4987
47195,The Haunting of Molly Hartley,0,2008-10-31,0,Her past is yet to come.,4.3,6374
47196,Lone Star,5000000,1996-06-21,13269963,John Sayles invites you to return to the scene of the crime.,6.9,6182
47197,Halloween 4: The Return of Michael Myers,5000000,1988-10-21,17768757,Horror has returned to Haddonfield.,5.9,5565
47198,April Fool's Day,5000000,1986-03-27,0,Childish pranks turn into a bloody battle for survival!,5.8,6375
47199,Diner,0,1982-04-02,0,"Suddenly, life was more than French fries, gravy, and girls.",6.9,5037
47200,Lone Wolf McQuade,5000000,1983-04-14,12232628,The 'Mad Dog' Criminal...The 'Lone Wolf' Lawman...The Ultimate Showdown.,5.5,6376
47201,Apollo 18,5000000,2011-07-20,25562924,There's a reason we've never gone back to the moon.,5.0,6377
47202,Sunshine Cleaning,5000000,2008-01-18,16174377,life's a messy business.,6.5,6378
47203,No Escape,5000000,2015-08-26,54418872,No rescue. No refuge.,6.7,5986
47204,The Beastmaster,0,1982-08-20,14056528,"Born with the courage of an eagle, the strength of a black tiger, and the power of a god.",6.0,6379
47205,Solomon and Sheba,5000000,1959-12-25,12200000,Only once in 3000 years...anything like...,5.4,6295
47206,Fifty Shades of Black,20000000,2016-01-28,21164799,Way shadier than gray.,4.3,6380
47207,Not Easily Broken,0,2009-01-09,0,,6.3,6381
47208,A Farewell to Arms,4,1932-12-08,25,Every woman who has loved will understand,6.2,6382
47209,The Perfect Match,0,2016-03-11,0,t's what everyone's looking for,5.2,5561
47210,Digimon: The Movie,5500000,2000-03-17,0,,6.2,6383
47211,Saved!,0,2004-01-21,0,,6.3,6384
47212,Les Invasions barbares,8000000,2003-05-21,3432342,"A provocative new comedy about sex, friendship, and all other things that invade our lives.",6.7,6385
47213,Robin and Marian,0,1976-03-11,0,Love is the greatest adventure of all.,6.6,5180
47214,The Forsaken,5000000,2001-04-27,0,The night... has an appetite.,4.9,6386
47215,Force 10 from Navarone,5000000,1978-11-01,7230000,,6.4,6246
47216,UHF,5000000,1989-07-21,0,"A lot of TV stations have forgotten what ""quality"" means, but not Channel 62. They NEVER knew what it meant.",6.7,6387
47217,Grandma's Boy,0,2006-01-06,6538177,A movie that proves you're never too old to come of age.,6.6,6388
47218,Slums of Beverly Hills,5000000,1998-08-14,0,Growing Up is Hard to Do,6.5,6155
47219,C'era una volta il West,5000000,1968-12-21,5321508,There were three men in her life. One to take her... one to love her... and one to kill her.,8.1,5497
47220,Made,5000000,2001-07-13,5476060,Welcome to disorganized crime.,6.3,4808
47221,Moon,5000000,2009-06-12,9760104,The last place you'd ever expect to find yourself.,7.6,4836
47222,Keeping Up with the Steins,0,2006-05-12,0,A 13-year-old boy uses his upcoming bar mitzvah to reconcile the strained relationship between his father and grandfather.,5.2,6389
47223,Sea Rex 3D: Journey to a Prehistoric World,5000000,2010-05-14,4074023,The T-Rex of the Seas come alive.,5.9,6390
47224,The Sweet Hereafter,5000000,1997-05-14,3263585,There is no such thing as the simple truth.,6.8,5599
47225,Des hommes et des dieux,4000000,2010-05-18,41424067,"In the face of terror, their greatest weapon was faith...",6.5,6391
47226,Bottle Shock,5000000,2008-08-06,4040588,"Based on a true story of love, victory, and fermentation",6.6,6392
47227,Jekyll and Hyde ... Together Again,0,1982-11-10,0,The comedy that examines modern living through chemistry,4.6,6393
47228,Heavenly Creatures,5000000,1994-09-02,3049135,From a secret world no one could see... came a crime no one could believe.,7.0,4777
47229,90 Minutes in Heaven,5000000,2015-09-11,4842699,Hope lives,5.4,5951
47230,Everything Must Go,5000000,2010-10-15,2614773,Lost is a good place to find yourself,6.0,6394
47231,Zero Effect,5000000,1998-01-30,1980338,The world's most private detective.,6.0,5320
47232,The Machinist,5000000,2004-02-09,8203235,A little guilt goes a long way...,7.3,5894
47233,Light Sleeper,5000000,1992-08-21,0,He was a good man in a deadly business. She was his only way out.,5.7,5970
47234,Kill the Messenger,5000000,2014-10-09,2450846,Can you keep a national secret?,6.6,6395
47235,Rabbit Hole,5000000,2010-12-16,5129058,The only way out is through.,6.9,6310
47236,Party Monster,5000000,2003-09-05,742898,'Til death do they party...,5.9,6396
47237,Green Room,5000000,2016-04-15,3220371,One way in. No way out.,6.7,6397
47238,The Oh in Ohio,5000000,2006-03-30,0,One woman's story is about to climax.,5.8,6398
47239,Atlas Shrugged Part III: Who is John Galt?,5000000,2014-09-12,846704,Who is John Galt?,3.9,6399
47240,Bottle Rocket,7000000,1996-02-21,560069,"They're not really criminals, but everyone's got to have a dream.",6.8,5228
47241,Albino Alligator,6000000,1996-09-09,0,They Planned The Perfect Crime... Until It All Went Perfectly Wrong!,5.6,5617
47242,"Gandhi, My Father",0,2007-08-03,0,To the People...He was a Father. To his Son...he was a Father he never had.,6.0,6400
47243,Standard Operating Procedure,0,2008-02-12,0,,6.6,6401
47244,Out of the Blue,0,1980-05-01,0,A harrowing drama from the director of Easy Rider,6.5,6402
47245,Tucker and Dale vs Evil,5000000,2010-01-22,5476793,Evil just messed with the wrong hillbillies.,7.3,6403
47246,"Lovely, Still",0,2008-01-01,0,"Something mysterious, new, unexpected and lovely is happening to Robert Malone.",6.2,6404
47247,Tycoon,0,1947-12-27,0,Breath-taking Adventure !,6.6,6405
47248,Desert Blue,0,1999-06-06,0,"Once You Get There, You'll Never Want To Leave",5.5,6406
47249,Decoys,5000000,2004-02-27,0,They can seduce anyone... Prey it isn't you!,4.7,6407
47250,The Visit,5000000,2015-09-10,98450062,No one loves you like your grandparents.,6.0,4854
47251,Redacted,5000000,2007-01-01,782102,,6.2,4967
47252,Fascination,0,2004-10-13,0,,3.8,6408
47253,Area 51,5000000,2015-05-15,0,,4.2,6409
47254,Mientras duermes,5000000,2011-10-14,0,Someone is watching over you,7.0,6048
47255,The Cottage,0,2008-02-07,0,Sleeps Six Bloody Comfortably,6.3,6410
47256,Dead Like Me: Life After Death,0,2009-02-17,0,,5.8,5152
47257,Farce of the Penguins,0,2006-12-01,0,What Happens In Antarctica... Stays in Antarctica,3.2,5954
47259,Rudderless,5000000,2014-10-17,0,The way back begins with a single chord.,7.4,6411
47260,Henry & Me,5000000,2014-08-18,0,,3.0,6412
47261,Christmas Eve,0,2015-12-04,0,They'll be home for Christmas...if only in their dreams.,6.1,6255
47262,We Have Your Husband,0,2011-11-12,0,,5.0,6093
47263,Dying of the Light,15000000,2014-12-04,0,,4.5,5970
47264,Born Of War,0,2013-12-05,0,,4.1,6413
47265,Capricorn One,5000000,1977-12-10,0,The mission was a sham. The murders were real.,6.4,4935
47266,Should've Been Romeo,0,2012-04-28,0,Even Shakespeare didn't see this one coming.,0.0,6414
47268,Yoga Hosers,5000000,2016-07-08,0,Do your 'wurst...,4.7,5369
47269,Navy Seals vs. Zombies,0,2015-10-08,0,,3.5,6415
47270,Obsluhoval jsem anglického krále,0,2006-12-19,0,,7.0,6416
47271,Soul Kitchen,5000000,2009-09-09,17872796,,7.1,6417
47272,Sling Blade,1000000,1996-08-30,24475416,A simple man. A difficult choice.,7.4,5273
47273,The Awakening,4798235,2011-08-17,209696,Sometimes dead does not mean gone.,6.3,6418
47274,Hostel,4800000,2005-01-06,80578934,Welcome To Your Worst Nightmare,5.7,6232
47275,A Cock and Bull Story,0,2005-07-17,0,Because everyone loves an accurate period piece.,6.2,5549
47276,Take Shelter,5000000,2011-11-25,3099314,,7.1,5762
47277,Lady in White,0,1988-04-22,0,"The year is 1962. The place is Willowpoint Falls. Nobody talks about what happened in the school cloakroom 10 years ago. Now, in the dead of night, Frankie Scarlatti is going to find out why.",6.3,6419
47278,Driving Lessons,0,2006-04-30,0,,6.3,6420
47279,Let's Kill Ward's Wife,5000000,2014-12-23,0,Real Friends Do the Dirty Work.,5.5,6421
47280,The Texas Chainsaw Massacre 2,4700000,1986-08-22,8025872,After a decade of silence... The buzzz is back!,5.9,5385
47281,Pat Garrett & Billy the Kid,4638783,1973-05-23,11000000,Best of enemies. Deadliest of friends.,7.2,6314
47282,Only God Forgives,4800000,2013-05-30,10337387,Time to Meet The Devil,5.6,5853
47283,Camping Sauvage,0,2005-10-13,0,,4.8,6422
47284,Without Men,4,2011-06-29,0,,4.6,6423
47285,Dear Frankie,0,2004-05-18,0,,7.0,6424
47286,All Hat,0,2007-09-11,0,,1.0,6425
47287,Le Nom des gens,4600000,2010-11-24,0,"Make Love, Not War",7.3,6426
47288,Treading Water,4700000,2013-09-13,0,Mica is a perfectly normal boy. Well he would be if he didn't smell of fish.,5.6,6427
47289,Savage Grace,4600000,2007-05-18,0,Truth is more shocking than fiction.,5.7,6428
47290,Out of the Blue,0,2006-10-12,0,The true story of a small town massacre,5.9,6429
47291,Police Academy,4500000,1984-03-22,146198896,What an Institution!,6.5,5393
47292,The Blue Lagoon,4500000,1980-07-05,58853106,A sensuous story of natural love.,5.8,5921
47293,Four Weddings and a Funeral,6000000,1994-03-09,254700832,Five good reasons to stay single.,6.6,4797
47294,Fast Times at Ridgemont High,4500000,1982-08-13,27092880,"Fast Cars, Fast Girls, Fast Carrots...Fast Carrots?",7.0,5696
47295,Moby Dick,4500000,1956-06-27,10400000,"From the immortal adventure classic...of whaling men, their ships, and the sea!",6.9,6430
47296,25th Hour,15000000,2002-12-16,13060843,This life was so close to never happening.,7.2,5195
47297,Bound,4500000,1996-09-13,7011317,"In their world, you can't buy freedom, but you can steal it.",6.9,4805
47298,Requiem for a Dream,4500000,2000-10-27,7390108,,7.9,4881
47299,State Fair,0,1945-08-29,0,,6.2,6431
47300,"Tango, no me dejes nunca",0,1998-02-12,0,Tango: do not ever leave me,6.8,6432
47301,Salvador,4500000,1986-04-23,0,Based on a true story.,7.0,4839
47302,Moms' Night Out,5000000,2014-03-25,10429707,What could go wrong?,5.5,6433
47303,Donnie Darko,6000000,2001-01-18,1270522,You can never go too far,7.7,5583
47304,Salvando al Soldado Perez,0,2011-03-18,0,,6.1,6434
47305,Karakter,4500000,1997-04-17,0,,7.7,6435
47306,Spun,2000000,2002-06-01,0,The ultimate speed freak's tale.,6.6,6436
47307,Life During Wartime,4500000,2009-10-10,744816,,6.3,6437
47308,친절한 금자씨,0,2005-07-29,23803308,All she wanted was a peaceful life... they didn't give it.,7.4,6009
47309,"Nannerl, la soeur de Mozart",0,2010-06-09,0,,6.2,6438
47310,Mean Machine,0,2001-12-26,0,"It's Not Just About Football, It's About Pride Inside!",6.0,6439
47311,放‧逐,4500000,2006-09-06,0,,7.0,6440
47312,Blackthorn,0,2011-08-31,623528,No destiny,6.6,6441
47313,Lilja 4-Ever,0,2002-08-23,0,,7.7,6442
47314,After.Life,4500000,2010-04-09,3606395,Life is the symptom. Death is the cure.,5.4,6443
47315,Fugly,0,2014-06-13,0,,5.3,6444
47316,One Flew Over the Cuckoo's Nest,3000000,1975-11-18,108981275,"If he's crazy, what does that make you?",8.2,5187
47317,R.L. Stine's Monsterville: The Cabinet of Souls,4400000,2015-09-29,0,,6.9,6445
47318,Silent Movie,0,1976-06-17,0,,6.7,5629
47319,Airlift,4500000,2016-01-22,32000000,"170,000 Refugees, 488 Flights, 59 Days, 1 Man",7.3,6446
47320,Anne of Green Gables,0,1985-12-01,0,,8.2,6447
47321,Falcon Rising,0,2014-09-05,0,,5.5,6245
47322,The Sweeney,3730500,2012-09-11,6294161,Act like a criminal to catch a criminal.,5.7,6448
47323,Sexy Beast,5000000,2000-09-13,0,There's a bit of the beast in all of us.,7.0,5711
47324,Snabba Cash,0,2010-01-15,0,,6.5,4977
47325,Whale Rider,8000000,2003-01-30,41400000,,7.1,5486
47327,Cargo,0,2009-09-24,0,,5.9,6449
47328,High School Musical,4200000,2006-01-20,0,This School Rocks Like No Other!,6.1,5113
47329,Love and Death on Long Island,0,1997-01-01,0,,6.9,6107
47330,Ночной дозор,4200000,2004-06-27,32000000,All That Stands Between Light And Darkness Is The Night Watch.,6.3,4962
47331,The Crying Game,3705538,1992-09-02,62548947,Play At Your Own Risk.,6.9,5193
47332,Porky's,4000000,1981-11-13,125728258,Keep an eye out for the funniest movie about growing up ever made!,6.1,5705
47333,Survival of the Dead,4000000,2010-05-06,0,Death isn't what it used to be.,4.6,4991
